Produktgruppe;Produktgruppe Bezeichnung;E_A;Haushaltsposition;Jahr;Euro
1.35.04;Personalgestellung Küche;A;Aufwendungen für Sach- und Dienstleistungen;2011;5.000,00
1.35.04;Personalgestellung Küche;A;Aufwendungen für Sach- und Dienstleistungen;2012;5.000,00
1.35.04;Personalgestellung Küche;A;Aufwendungen für Sach- und Dienstleistungen;2013;5.000,00
1.35.04;Personalgestellung Küche;A;Personalaufwendungen;2008;1.112.592,27
1.35.04;Personalgestellung Küche;A;Personalaufwendungen;2009;1.410.000,00
1.35.04;Personalgestellung Küche;A;Personalaufwendungen;2010;1.141.000,00
1.35.04;Personalgestellung Küche;A;Personalaufwendungen;2011;1.154.000,00
1.35.04;Personalgestellung Küche;A;Personalaufwendungen;2012;1.154.000,00
1.35.04;Personalgestellung Küche;A;Personalaufwendungen;2013;1.154.000,00
1.35.04;Personalgestellung Küche;A;Versorgungsaufwendungen;2008;84.602,32
1.35.04;Personalgestellung Küche;A;Versorgungsaufwendungen;2009;98.000,00
1.35.04;Personalgestellung Küche;A;Versorgungsaufwendungen;2010;98.000,00
1.35.04;Personalgestellung Küche;A;Versorgungsaufwendungen;2011;109.000,00
1.35.04;Personalgestellung Küche;A;Versorgungsaufwendungen;2012;109.000,00
1.35.04;Personalgestellung Küche;A;Versorgungsaufwendungen;2013;109.000,00
1.35.04;Personalgestellung Küche;E;Kostenersatzleistungen und -erstattungen;2008;587.384,00
1.35.04;Personalgestellung Küche;E;Kostenersatzleistungen und -erstattungen;2009;756.000,00
1.35.04;Personalgestellung Küche;E;Kostenersatzleistungen und -erstattungen;2010;756.000,00
1.35.04;Personalgestellung Küche;E;Kostenersatzleistungen und -erstattungen;2011;756.000,00
1.35.04;Personalgestellung Küche;E;Kostenersatzleistungen und -erstattungen;2012;756.000,00
1.35.04;Personalgestellung Küche;E;Kostenersatzleistungen und -erstattungen;2013;756.000,00
1.35.04;Personalgestellung Küche;E;Sonstige ordentliche Erträge;2008;3.580,96
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Sach- und Dienstleistungen;2008;39.541,26
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Sach- und Dienstleistungen;2009;39.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Sach- und Dienstleistungen;2010;39.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Sach- und Dienstleistungen;2011;39.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Sach- und Dienstleistungen;2012;39.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Sach- und Dienstleistungen;2013;39.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;9.107.332,87
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;9.895.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;11.730.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;11.705.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;11.725.000,00
1.36.01;Wirtschaftsförderung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;11.740.000,00
1.36.01;Wirtschaftsförderung;A;Außerordentliche Aufwendungen;2008;2.788.086,46
1.36.02;Hafen / Markt;A;Abschreibungen;2011;0,00
1.36.02;Hafen / Markt;A;Sonstige ordentliche Aufwendungen;2008;222.690,98
1.36.02;Hafen / Markt;E;Finanzerträge;2008;1.565.371,20
1.98.03;Nicht fachspezifische Gesellschaften;A;Abschreibungen;2008;100,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Abschreibungen;2010;600,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Abschreibungen;2011;14.764,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Abschreibungen;2012;17.000,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Abschreibungen;2013;20.000,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;7.400,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Außerordentliche Aufwendungen;2008;34.351,09
1.98.03;Nicht fachspezifische Gesellschaften;A;Sonstige ordentliche Aufwendungen;2008;0,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Sonstige ordentliche Aufwendungen;2009;1.234.000,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Sonstige ordentliche Aufwendungen;2010;1.234.000,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Sonstige ordentliche Aufwendungen;2011;1.234.000,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Sonstige ordentliche Aufwendungen;2012;1.234.000,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Sonstige ordentliche Aufwendungen;2013;1.234.000,00
1.98.03;Nicht fachspezifische Gesellschaften;A;Zinsen und sonstige Finanzaufwendungen;2008;0,00
1.98.03;Nicht fachspezifische Gesellschaften;E;Außerordentliche Erträge;2008;129.024,25
1.98.03;Nicht fachspezifische Gesellschaften;E;Finanzerträge;2008;12,47
1.98.03;Nicht fachspezifische Gesellschaften;E;Finanzerträge;2009;7.800.000,00
1.98.03;Nicht fachspezifische Gesellschaften;E;Finanzerträge;2010;7.800.000,00
1.98.03;Nicht fachspezifische Gesellschaften;E;Finanzerträge;2011;7.800.000,00
1.98.03;Nicht fachspezifische Gesellschaften;E;Finanzerträge;2012;7.800.000,00
1.98.03;Nicht fachspezifische Gesellschaften;E;Finanzerträge;2013;7.800.000,00
1.98.03;Nicht fachspezifische Gesellschaften;E;Privatrechtliche Leistungsentgelte;2008;0,00
1.98.04;Kirchliche Angelegenheiten;A;Abschreibungen;2008;1.203.125,00
1.98.04;Kirchliche Angelegenheiten;A;Abschreibungen;2009;1.203.000,00
1.98.04;Kirchliche Angelegenheiten;A;Abschreibungen;2010;1.292.970,59
1.98.04;Kirchliche Angelegenheiten;A;Abschreibungen;2011;1.287.118,00
1.98.04;Kirchliche Angelegenheiten;A;Abschreibungen;2012;1.348.000,00
1.98.04;Kirchliche Angelegenheiten;A;Abschreibungen;2013;1.408.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Sach- und Dienstleistungen;2008;1.637.497,42
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Sach- und Dienstleistungen;2009;1.623.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Sach- und Dienstleistungen;2010;4.772.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Sach- und Dienstleistungen;2011;4.872.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Sach- und Dienstleistungen;2012;5.058.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Sach- und Dienstleistungen;2013;3.622.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;192.063,31
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;199.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;199.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;199.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;199.000,00
1.98.04;Kirchliche Angelegenheiten;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;199.000,00
1.98.04;Kirchliche Angelegenheiten;A;Sonstige ordentliche Aufwendungen;2008;944,88
1.98.04;Kirchliche Angelegenheiten;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.98.04;Kirchliche Angelegenheiten;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.98.04;Kirchliche Angelegenheiten;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.98.04;Kirchliche Angelegenheiten;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;6.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;6.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;10.241,74
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;10.242,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;30.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;49.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;15.110,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;15.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;15.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;15.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;15.000,00
1.98.04;Kirchliche Angelegenheiten;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;15.000,00
1.98.04;Kirchliche Angelegenheiten;E;Sonstige ordentliche Erträge;2008;0,00
1.98.05;Zentrale Finanzleistungen;A;Abschreibungen;2008;4.313.258,64
1.98.05;Zentrale Finanzleistungen;A;Abschreibungen;2009;50.000,00
1.98.05;Zentrale Finanzleistungen;A;Abschreibungen;2010;2.219,00
1.98.05;Zentrale Finanzleistungen;A;Abschreibungen;2011;1.109,50
1.98.05;Zentrale Finanzleistungen;A;Abschreibungen;2012;1.000,00
1.98.05;Zentrale Finanzleistungen;A;Abschreibungen;2013;1.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2008;815.991,81
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2009;2.680.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2010;2.640.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2011;2.640.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2012;2.640.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2013;2.640.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;78.092,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;69.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;69.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;69.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;69.000,00
1.98.05;Zentrale Finanzleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;69.000,00
1.98.05;Zentrale Finanzleistungen;A;Außerordentliche Aufwendungen;2008;747,00
1.98.05;Zentrale Finanzleistungen;A;Personalaufwendungen;2008;395.390,12
1.98.05;Zentrale Finanzleistungen;A;Personalaufwendungen;2009;391.000,00
1.98.05;Zentrale Finanzleistungen;A;Personalaufwendungen;2010;260.000,00
1.98.05;Zentrale Finanzleistungen;A;Personalaufwendungen;2011;204.000,00
1.98.05;Zentrale Finanzleistungen;A;Personalaufwendungen;2012;204.000,00
1.98.05;Zentrale Finanzleistungen;A;Personalaufwendungen;2013;204.000,00
1.98.05;Zentrale Finanzleistungen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2008;14.087.460,37
1.98.05;Zentrale Finanzleistungen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2009;7.500.000,00
1.98.05;Zentrale Finanzleistungen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2010;7.500.000,00
1.98.05;Zentrale Finanzleistungen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2011;7.500.000,00
1.98.05;Zentrale Finanzleistungen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2012;7.500.000,00
1.98.05;Zentrale Finanzleistungen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2013;7.500.000,00
1.98.05;Zentrale Finanzleistungen;A;Versorgungsaufwendungen;2008;31.595,59
1.98.05;Zentrale Finanzleistungen;A;Versorgungsaufwendungen;2009;40.000,00
1.98.05;Zentrale Finanzleistungen;A;Versorgungsaufwendungen;2010;40.000,00
1.98.05;Zentrale Finanzleistungen;A;Versorgungsaufwendungen;2011;46.000,00
1.98.05;Zentrale Finanzleistungen;A;Versorgungsaufwendungen;2012;46.000,00
1.98.05;Zentrale Finanzleistungen;A;Versorgungsaufwendungen;2013;46.000,00
1.98.05;Zentrale Finanzleistungen;A;Zinsen und sonstige Finanzaufwendungen;2008;0,00
1.98.05;Zentrale Finanzleistungen;A;Zinsen und sonstige Finanzaufwendungen;2009;0,00
1.98.05;Zentrale Finanzleistungen;E;Kostenersatzleistungen und -erstattungen;2008;571.807,16
1.98.05;Zentrale Finanzleistungen;E;Kostenersatzleistungen und -erstattungen;2009;311.000,00
1.98.05;Zentrale Finanzleistungen;E;Kostenersatzleistungen und -erstattungen;2010;250.000,00
1.98.05;Zentrale Finanzleistungen;E;Kostenersatzleistungen und -erstattungen;2011;208.000,00
1.98.05;Zentrale Finanzleistungen;E;Kostenersatzleistungen und -erstattungen;2012;208.000,00
1.98.05;Zentrale Finanzleistungen;E;Kostenersatzleistungen und -erstattungen;2013;208.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Abschreibungen;2008;12.633.389,97
1.98.06;Steuern und steuerähnliche Einnahmen;A;Abschreibungen;2009;0,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Abschreibungen;2010;0,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Abschreibungen;2011;0,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Abschreibungen;2012;0,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Abschreibungen;2013;0,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2008;231.790.843,65
1.98.06;Steuern und steuerähnliche Einnahmen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2009;202.457.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2010;168.239.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2011;183.674.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2012;199.108.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2013;214.543.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;1.566.040,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;1.611.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;1.965.123,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;3.120.487,50
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;2.994.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;2.797.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Transferleistungen;2008;18.896.113,50
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Transferleistungen;2009;19.400.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Transferleistungen;2010;19.300.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Transferleistungen;2011;19.000.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Transferleistungen;2012;20.000.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Transferleistungen;2013;20.000.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;77.241.101,49
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;111.325.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;91.900.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;91.900.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;111.900.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;111.900.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;2008;2.287.575.290,55
1.98.06;Steuern und steuerähnliche Einnahmen;E;Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;2009;2.011.000.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;2010;1.684.480.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;2011;1.803.700.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;2012;1.932.825.000,00
1.98.06;Steuern und steuerähnliche Einnahmen;E;Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;2013;2.057.825.000,00
1.98.07;Sonstige allgemeine Deckungsmittel;A;Abschreibungen;2008;-440.111,53
1.98.07;Sonstige allgemeine Deckungsmittel;A;Außerordentliche Aufwendungen;2008;8.180.047,40
1.98.07;Sonstige allgemeine Deckungsmittel;E;Außerordentliche Erträge;2008;10.265.389,65
1.98.07;Sonstige allgemeine Deckungsmittel;E;Finanzerträge;2008;78.330.117,42
1.98.07;Sonstige allgemeine Deckungsmittel;E;Finanzerträge;2009;11.500.000,00
1.98.07;Sonstige allgemeine Deckungsmittel;E;Finanzerträge;2010;11.500.000,00
1.98.07;Sonstige allgemeine Deckungsmittel;E;Finanzerträge;2011;11.500.000,00
1.98.07;Sonstige allgemeine Deckungsmittel;E;Finanzerträge;2012;11.500.000,00
1.98.07;Sonstige allgemeine Deckungsmittel;E;Finanzerträge;2013;11.500.000,00
1.98.07;Sonstige allgemeine Deckungsmittel;E;Privatrechtliche Leistungsentgelte;2008;2.949.565,46
1.98.07;Sonstige allgemeine Deckungsmittel;E;Privatrechtliche Leistungsentgelte;2009;2.300.000,00
